"","gene_id","gene_type","logFC","AveExpr"
"12841","RP11-769N22.1","lincRNA",0.0771672665195356,3.91664840159261
"5139","RP11-261C10.7","processed_pseudogene",0.0740712954965029,2.51727718355617
"17341","PWWP2A","protein_coding",0.069173954178538,2.66754284691745
"17233","CTB-12O2.1","lincRNA",-0.0763210438732769,2.44448685523409
"6606","CYCSP6","processed_pseudogene",-0.0622847956350546,-0.0942658331772094
"11990","RP11-275H4.1","lincRNA",0.0615165525462075,1.96495725082311
"5239","OR2G2","protein_coding",0.0736811936790669,1.6532521478192
"16031","RP11-342F17.2","processed_pseudogene",-0.0753346248669044,6.24353610604605
"9264","RNPEPL1","protein_coding",-0.0740969507298675,4.74408514849312
"13465","RP11-688H10.1","processed_pseudogene",0.0621927029489103,3.07827676723791
"15588","CTD-2366F13.1","antisense",0.0656086137183434,1.86466008528803
"1455","HMGB1P48","unprocessed_pseudogene",-0.0639321213581933,1.0770592808982
"18826","MTCH1","protein_coding",-0.0707215367260447,4.81534837341161
"18079","UQCRFS1P3","processed_pseudogene",-0.0646871840568647,0.162959921950079
"13621","RP11-742B18.1","antisense",0.0780708481535283,3.31686187865536
"12530","CRMP1","protein_coding",-0.0643083338959853,5.52456878079812
"2417","RN7SKP285","misc_RNA",0.06451128398443,-1.4898944679946
"736","RNU6-514P","snRNA",-0.0635056751985915,-1.61399727167514
"8833","VIL1","protein_coding",-0.0780233246852705,2.68566287932856
"919","STX12","protein_coding",0.0629762540561687,3.19946611033326
"4079","C1orf21","protein_coding",-0.0613454090112905,-0.791041980406642
"17463","CTB-78H18.1","lincRNA",0.0658793818443237,0.734589673395204
"9115","AC064852.5","processed_pseudogene",-0.0723970924636882,1.86645444185644
"12188","RP11-332P22.2","processed_pseudogene",-0.0646120180743833,-1.19346390148262
"8675","RP11-801F7.1","antisense",0.0708265819952506,1.44066589211279
"9099","ALPPL2","protein_coding",-0.0673003152589083,-0.646357693297683
"18474","PTMAP1","processed_pseudogene",0.0620201204421244,-1.31668911770786
"13650","RN7SKP244","misc_RNA",-0.0764081874282876,4.37775283678271
"3902","RP11-160H22.5","lincRNA",-0.0612759022613733,1.62607256774251
"18090","CDKAL1","protein_coding",0.0703135584987207,2.89837256230344
"16618","CTB-88F18.2","processed_pseudogene",-0.0911696641732432,-0.330929468714939
"3864","C1orf105","protein_coding",0.0612311971312326,0.0408577597284612
"2686","SLC22A15","protein_coding",-0.0750451965329627,6.17174761777365
"18927","RP5-973N23.4","lincRNA",-0.0612251383130076,-1.41735249778626
"17630","N4BP3","protein_coding",-0.0708136110370569,0.104456599802284
"1831","RN7SL488P","misc_RNA",0.0822449813147949,-0.290752011783146
"11017","STXBP5L","protein_coding",0.0661304086783006,1.15012471261856
"11642","RP11-639F1.3","processed_pseudogene",-0.0611184994453934,-0.0656173380796938
"10477","RP11-963H1.1","processed_pseudogene",-0.0617170592382078,0.86463699565169
"16374","RP11-252I13.2","lincRNA",-0.0765932828676051,3.95100015674728
"6678","Y_RNA","misc_RNA",0.0610495423839171,-1.1505964588024
"861","RPS6KA1","protein_coding",-0.076325197091771,3.31988438958268
"4341","ADORA1","protein_coding",-0.0688821044771949,3.60102336107909
"7915","AC019186.1","lincRNA",-0.0737641254688956,2.04298290650128
"16578","LINC01170","lincRNA",0.0727856772522225,2.08691677930194
"11197","RP11-434H6.2","processed_pseudogene",0.0707796789710609,3.85740517019781
"12068","EIF4G1","protein_coding",0.0766374849078938,-0.821255735053942
"6319","AC012368.1","lincRNA",-0.0773075691187635,1.42115240797836
"11925","RP11-114M1.1","lincRNA",0.072758373484928,3.7482329396331
"15726","RP11-2O17.2","antisense",-0.0743577463666177,4.61354163426891
"6676","ELMOD3","protein_coding",-0.0610817789124616,-0.562239719676896
"6540","DCTN1","protein_coding",0.0614266861568134,0.637143118654029
"9452","SEC13","protein_coding",0.077387464604295,-0.811698289555701
"12517","STX18-AS1","antisense",0.0694716627155581,1.91081561316971
"12397","PDE6B","protein_coding",-0.0622756475158496,0.610995575888611
"11092","RNU6-232P","snRNA",-0.0611199017496424,3.08521769408182
"9175","AC114814.3","lincRNA",-0.0716853591572999,5.53973271546537
"2431","RP11-414B7.1","processed_pseudogene",-0.0651874370669835,-1.41758639982361
"2596","DDX20","protein_coding",0.0676173096859271,1.70113278186783
"10793","MTND4P16","unprocessed_pseudogene",0.0701610567153999,1.53884277938152
"3003","RP4-791M13.5","antisense",-0.068190439324448,6.89282743906038
"15509","CTD-2201E18.3","sense_overlapping",-0.0843562767158301,5.56770179413039
"4050","NPL","protein_coding",-0.0607511915527814,-0.0988855293923605
"6311","AC016734.2","processed_pseudogene",-0.0751800855483161,4.53607221411568
"9503","IQSEC1","protein_coding",0.0720563328098564,6.11664611812621
"2399","RP4-575N6.4","antisense",-0.0781756085186681,4.50548263377228
"2129","RP11-131L23.2","lincRNA",0.0788580518237957,0.8238253528433
"8094","RPL21P38","processed_pseudogene",-0.0720220549496633,0.767100350060617
"16390","CTD-2128F4.1","processed_pseudogene",-0.0735522432674792,5.24403047445692
"17322","CTD-2363C16.2","antisense",0.0649364449799779,0.176565724191649
"1706","TTC22","protein_coding",-0.0677897686886419,2.25332390543351
"10092","PRKAR2A","protein_coding",0.0685726943153842,1.58620860411991
"3980","MEF2AP1","processed_pseudogene",-0.0613791856523433,-0.98652061806505
"17284","CTB-4E7.1","antisense",-0.06194134247016,-0.995344091458062
"12930","UBE2K","protein_coding",0.0673598606071802,2.37115628444366
"8818","RP11-378A13.1","sense_overlapping",0.0694452021279908,0.28565650993326
"18403","Y_RNA","misc_RNA",-0.0627095369868975,-0.315237062342596
"17590","CTD-2301A4.3","processed_pseudogene",0.0732405423678283,0.444375259247018
"7464","AC097499.1","lincRNA",0.0819626110474292,5.50943415785795
"16734","CTB-113I20.2","lincRNA",-0.0696477855961645,3.42114867612939
"14259","RP11-364L4.1","processed_pseudogene",0.0624752637686212,0.0706209370790281
"9358","MRPS10P2","processed_pseudogene",0.0607098406360478,2.2498210076773
"3355","ASH1L","protein_coding",-0.0659543685435188,1.56630480946277
"12002","RP11-416O18.1","lincRNA",-0.0657770303981628,-0.766065413115432
"16219","POU5F2","protein_coding",-0.0692267005037034,1.1538922164474
"1158","UBE2V2P4","processed_pseudogene",-0.0616706496282021,-0.569378990761191
"1041","KPNA6","protein_coding",0.093030245994172,-0.369261055259279
"16528","CTD-2158P22.1","processed_pseudogene",-0.0731878097120429,6.06190507660841
"15924","RN7SL814P","misc_RNA",-0.0612527717538325,2.14975703935795
"794","RP11-84D1.2","lincRNA",0.0606359459598673,0.734056424243712
"5536","AC016730.1","lincRNA",-0.0605776328988043,-0.374131393946187
"1281","RP1-228H13.2","processed_pseudogene",-0.0642409443462563,0.689736895909408
"4777","RP11-396C23.4","antisense",-0.0752371885435658,6.30878473055248
"12082","RP11-329B9.3","lincRNA",-0.0753664526710636,4.73991793352733
"18002","RN7SKP204","misc_RNA",-0.0611210740088127,1.78760675733688
"15830","RPS27P14","processed_pseudogene",-0.0757864778598377,5.79991859546109
"10964","RP11-384F7.1","lincRNA",-0.0668163182932825,4.21314016479594
"776","IFNLR1","protein_coding",0.0608175234554197,0.334132778999619
"16252","CTD-2337A12.1","antisense",-0.0639349466098007,3.46934565455462
"735","RP5-979D14.1","processed_pseudogene",-0.0619423217919847,0.787578258034598
"8313","ZNF804A","protein_coding",-0.0684008656627178,-0.45584305195609
"9640","RPL31P20","processed_pseudogene",0.0690553804341272,-0.359486163096573
"14950","CTD-2194D22.4","antisense",-0.076461420374247,5.32838567750091
"2061","RP11-339A11.2","lincRNA",0.0625463852826459,-0.590264208405396
"18733","LINC01016","lincRNA",0.060368653029561,-0.0524134678135863
"1741","RP11-378I13.1","antisense",0.0741302844860639,3.54763536507251
"9733","AC104306.4","processed_pseudogene",-0.0784160554603132,3.43436272772323
"1978","TNNI3K","protein_coding",-0.0602876891052718,-0.732820481267375
"12387","RP11-478C6.4","processed_pseudogene",-0.0609544377451144,-1.19079115561204
"16021","BHMT2","protein_coding",-0.0672623669138692,-0.26873480131828
"245","NOL9","protein_coding",0.0603435979173172,5.36771857033685
"10998","GPR156","protein_coding",0.0777283348647579,4.40669857865951
"10784","RP11-40M23.1","processed_pseudogene",-0.0675961054533931,3.91595020978191
"8587","SNORA1","snoRNA",0.0617723128194034,0.19875266686076
"3813","METTL11B","protein_coding",-0.0811301173437597,3.22621870125987
"5216","ZNF669","protein_coding",-0.073508169078505,8.37418867335169
"672","RNU7-200P","snRNA",-0.0740857309960754,3.61205989255613
"7743","AC073928.2","lincRNA",-0.0680289701510412,2.02577831095548
"5061","ZP4","protein_coding",-0.0713988410953552,9.69762296966922
"8161","MIR933","miRNA",0.0617476691162037,-1.36882048782149
"17127","CTC-295J13.3","protein_coding",-0.0774931400236218,5.11319323250657
"14965","RP11-121L11.3","lincRNA",0.0743806710963573,0.858686930391606
"2415","RP11-153F1.2","lincRNA",0.0605584502336483,1.42090805206844
"16417","STARD4","protein_coding",0.063726063036252,5.47498024336341
"2492","PSRC1","protein_coding",-0.063163608260909,-0.154880547134749
"5541","AC068286.1","lincRNA",0.061060252475557,1.14900900182096
"8478","RN7SL717P","misc_RNA",-0.0739414626528073,5.6957229470042
"7694","MAP3K19","protein_coding",0.0621638500614656,-0.72280993489702
"17149","AFAP1L1","protein_coding",0.0601345674946932,-0.0720645978100103
"16931","TMCO6","protein_coding",-0.0826519180012246,3.58553549393757
"14986","CTD-2297D10.2","antisense",0.0602580849472316,-1.22246713499512
"13437","THAP6","protein_coding",0.076871812295961,5.25373948971224
"5451","Y_RNA","misc_RNA",0.0612027139822137,-1.32509517891522
"12010","RP11-646E18.2","lincRNA",-0.0739916418958584,6.81892451420252
"4074","Y_RNA","misc_RNA",-0.0705786968805081,2.84727642504196
"47","RP11-206L10.9","lincRNA",0.0697193838975956,5.36086699768037
"5499","ROCK2","protein_coding",-0.0600978582389221,2.34333550240215
"1066","ZBTB8B","protein_coding",0.112749447127443,0.474610973690504
"19016","SLC35B2","protein_coding",-0.151846165909794,-0.415081772529408
"15887","CTC-347C20.2","lincRNA",0.0603028539177197,-1.28852670568415
"7426","INHBB","protein_coding",0.0706387381657413,3.73239225599282
"9096","ALPP","protein_coding",-0.0781067318678809,6.60500141474208
"17339","TTC1","protein_coding",0.0760271105341362,6.89392783569603
"8127","RPL5P7","processed_pseudogene",-0.0696199893659654,7.11212364353969
"4294","LMOD1","protein_coding",0.061467645563206,-0.551242504745473
"5269","Y_RNA","misc_RNA",0.0763944575598276,7.07581065341623
"12906","TLR10","protein_coding",-0.070977836569203,3.40294807388648
"1661","RP4-784A16.2","antisense",0.0744043375937994,2.86442668020935
"583","RP1-37C10.3","antisense",-0.0604666103643306,1.85924694371019
"4520","DIEXF","protein_coding",-0.0706886005647498,3.76371851757962
"11821","LRRC31","protein_coding",0.0735886384984171,3.72824862745136
"7590","AMER3","protein_coding",-0.0647685615848162,1.88519218391042
"6675","RETSAT","protein_coding",0.0618723804909847,3.24889235153352
"18593","Y_RNA","misc_RNA",0.0744460311480947,3.6187663286545
"1586","RNU6-877P","snRNA",0.0719819249693611,6.07063021269979
"16593","HMGB1P22","processed_pseudogene",-0.0747994136229319,4.97230418340412
"10930","ZNF80","protein_coding",-0.0748260361681535,0.698165730920598
"5263","OR2AK2","protein_coding",-0.0693176743817497,2.11011921208764
"10996","RN7SL762P","misc_RNA",-0.0816893358376664,6.0625000265564
"9603","PP2D1","protein_coding",-0.071094985926093,7.71144953080783
"9975","RPS24P8","processed_pseudogene",0.0802400367781988,2.86131331945209
"11907","RP11-78E6.1","processed_pseudogene",0.0730312529529502,0.119724863076599
"10772","NFKBIZ","protein_coding",0.0619562748707891,1.49795251066418
"5194","RP11-690C23.5","unprocessed_pseudogene",0.0668806867165088,0.18889860405903
"11979","RN7SL229P","misc_RNA",-0.0631869655211556,-0.574431539110547
"16510","RNU7-34P","snRNA",0.0653300899696397,0.68385523513676
"5981","AC104654.1","lincRNA",0.0636204592424192,6.76754551468673
"1355","SLC2A1-AS1","lincRNA",0.077180622337294,-0.768686133288786
"8515","CFLAR-AS1","antisense",0.0773886733773366,6.27565223136781
"9782","RP11-129K12.1","lincRNA",-0.0659287689527281,-0.587477011385461
"15374","RP11-1023L17.2","processed_pseudogene",0.0603881070946347,6.94581531406
"17737","OR2V1","protein_coding",-0.0777915837448662,2.43097792413175
"1878","PDE4B","protein_coding",0.0595354340217409,1.75432051873114
"7949","Y_RNA","misc_RNA",0.0689727074745417,1.4045482376383
"5221","RP11-488L18.3","processed_pseudogene",-0.0600682823321663,-0.73516433876858
"8961","FAM124B","protein_coding",0.0629093166576548,2.36878583184637
"5834","CAPN14","protein_coding",0.0614254440547687,-0.222440035234431
"16550","LOX","protein_coding",0.0603219032307187,3.22539484052364
"3978","SOAT1","protein_coding",0.0653669923176542,0.0297524326294104
"697","CELA3B","protein_coding",-0.0730969151326362,0.102365810609567
"5580","MSGN1","protein_coding",-0.064534644785391,4.2096847022232
"4735","RP11-504P24.5","unprocessed_pseudogene",0.0622516254728909,0.775739258667362
"14408","RNU6-1196P","snRNA",0.064259875726445,3.5409989340793
"18687","HCG24","antisense",0.0644340853846982,2.28630517869406
"14242","RP11-362F19.1","lincRNA",0.069805853015131,-1.21460036770416
"2412","RP5-936J12.1","lincRNA",0.0616137021670268,1.14538157979834
"5491","AC092687.4","lincRNA",0.0764730982850127,7.18935987788151
"941","RP5-1092A3.5","lincRNA",-0.0707165643570483,6.49314413288753
"17111","STK32A","protein_coding",-0.0790087299806224,5.41551869801383
"4218","FAM204BP","processed_pseudogene",0.0616792249544043,-1.55843949054413
"14792","C4orf47","protein_coding",0.0744710427166214,0.723783239230182
"12511","ZBTB49","protein_coding",0.0624911463975315,-0.0993311828083367
"10687","OR5AC2","protein_coding",0.0696809469236297,1.90440630547374
"12707","RN7SKP170","misc_RNA",-0.0704707192044619,2.53384940007733
"5544","AC008278.2","antisense",0.059457337881755,0.385188373804459
"14309","RP11-6L6.2","protein_coding",0.0807726834113363,6.02973949486796
"8919","AC011233.2","processed_pseudogene",-0.0592012172952355,-1.32609004738894
"14789","ANKRD37","protein_coding",0.0679079280889441,1.05178730918987
"13747","RP11-766F14.1","antisense",0.0605095933710721,0.964872786326754
"2744","RPL6P2","processed_pseudogene",-0.0641194632769897,4.69814312705923
"7084","SNORD89","snoRNA",0.0595433380002409,1.12131275972725
"16855","SNORD63","snoRNA",0.0777574815758959,0.490579955586064
"10428","RP11-14D22.1","lincRNA",-0.0749578207042234,5.86675022544895
"5000","RP11-443B7.2","lincRNA",0.0612939967682388,1.30607733528294
"8292","RNA5SP113","rRNA_pseudogene",0.0632970840037449,1.13450136065028
"1132","RPL5P4","processed_pseudogene",0.0786131281946413,5.17873938885593
"520","RP11-169K16.9","antisense",0.0620836001482789,-0.12468248193535
"5566","AC010880.1","lincRNA",0.0747771740861363,1.67106318209216
"6342","Y_RNA","misc_RNA",-0.072206482773351,4.21671997518707
"2837","FCGR1C","unprocessed_pseudogene",0.0740609875902664,3.6595617055715
"508","DDI2","protein_coding",-0.076338311704445,3.99952266408296
"17749","SNORD95","snoRNA",0.0619246343582536,-0.857855027991554
"14928","CLPTM1L","protein_coding",0.0590847509221415,-1.57716684108867
"12940","KRT18P25","processed_pseudogene",0.0724284022812682,1.52741897473788
"6944","RP11-440D17.4","lincRNA",-0.0717411112120241,7.01375947968955
"608","PAX7","protein_coding",0.0614973234614204,-0.0377552546034747
"2825","RNU1-114P","snRNA",0.0607804710225579,0.344700073746715
"1958","RP11-82L20.1","antisense",0.0605046897705491,-1.12415371224449
"9852","SNORA62","snoRNA",0.0592938315795319,0.722137054057362
"17808","RP1-90J20.2","lincRNA",-0.0663340792506055,2.47149551801128
"5963","Y_RNA","misc_RNA",-0.0782196981612907,6.08233603635781
"14204","MGARP","protein_coding",-0.079164166086102,1.52688247284079
"2354","HMGB3P10","processed_pseudogene",-0.0586423541552435,-0.199853727053427
"18799","RP1-179N16.6","antisense",0.066272040588582,3.49744893392028
"12384","RP11-478C6.1","processed_pseudogene",-0.0654009667584697,0.914598401267322
"17264","MRPL22","protein_coding",-0.0760654723851369,4.84802862282051
"2502","GNAI3","protein_coding",0.0621933333183811,5.47349896241999
"5170","HNRNPU","protein_coding",-0.0675677926107048,6.18153578855884
"4896","RNU6-180P","snRNA",-0.076040658957598,2.98724139352477
"1274","TMCO2","protein_coding",0.0588247758735921,1.80014003848568
"6242","ATP1B3P1","processed_pseudogene",0.0735125862576007,1.6158770958704
"3311","PMVK","protein_coding",-0.0622927372171192,0.389663426364601
"3762","DCAF6","protein_coding",-0.0708164525986781,4.05340553685217
"15975","RP11-156N15.1","processed_pseudogene",-0.0743614405271788,3.41544501271986
"15896","CTD-2376I4.1","lincRNA",0.0730188242036103,0.281629055043069
"8073","HMGB1P4","processed_pseudogene",-0.0645350989380555,4.46836867763852
"9353","AC026188.1","lincRNA",0.0806548006056244,3.77465060241434
"8310","AC093639.1","lincRNA",-0.0648151813696251,0.529436626659155
"18089","Y_RNA","misc_RNA",0.0647352154581902,0.732505941094454
"16152","CCNH","protein_coding",-0.0794314448080163,7.2634822240042
"13824","RP11-311D14.1","processed_pseudogene",0.058542512748474,1.49792715527089
"17983","ADTRP","protein_coding",0.0587799278076008,1.70302046262376
"18507","C6orf15","protein_coding",-0.0785311340050282,5.18906510562383
"17371","CCNG1","protein_coding",0.0801178908224767,4.88174792665637
"4192","RNU6-983P","snRNA",0.0665440752444906,2.19525923750774
"4429","RP4-681L3.2","antisense",-0.0677834630676909,8.77322685890927
"90","UBE2J2","protein_coding",0.0584841423038614,0.57851467125471
"2580","RP11-552M11.4","sense_overlapping",-0.0734503593372112,5.91134378943797
"15386","AGXT2","protein_coding",0.0609193921392734,1.83416791145133
"2911","HFE2","protein_coding",-0.0757522894804026,4.88404701833318
"11613","RP11-23D24.2","processed_transcript",-0.0583388563491127,0.776486091730098
"13977","AC092661.1","lincRNA",0.0760130296300573,5.84597554378017
"17830","RP1-223B1.1","lincRNA",0.0622439695894346,1.73930780490174
"11813","ACTRT3","protein_coding",-0.0746647347021801,5.43995445230729
"1192","C1orf109","protein_coding",0.0842424591261877,6.18157635496116
"13157","KIAA1211","protein_coding",0.0779550749008907,2.4222845452296
"2699","NAP1L4P1","processed_pseudogene",-0.0729760308619718,7.71929327087295
"18517","HCG27","lincRNA",0.0673402348588522,0.82397225199106
"12375","ZNF595","protein_coding",-0.0612768476095196,1.97542765023429
"17879","RP1-182O16.1","processed_pseudogene",-0.0764142148626779,4.09002499932322
"15805","CTC-340D7.1","lincRNA",0.0678713722608997,0.721784666751138
"9621","RP11-1037D22.1","processed_pseudogene",-0.0722998188616523,5.38369963322459
"18068","RP11-528A10.2","processed_pseudogene",0.0635309926908967,1.66723848811059
"11452","RP11-372E1.1","processed_pseudogene",-0.0691517828785201,6.18951795703718
"6013","Y_RNA","misc_RNA",-0.0660354970543202,-1.30740881115456
"16775","MIR4461","miRNA",0.067769769464958,4.53538700864823
"12334","NCBP2-AS2","protein_coding",-0.0641000921017651,4.90659801419385
"13375","SLC4A4","protein_coding",-0.0614233872872991,-1.51901730324183
"6203","MIR217","miRNA",0.0612482287476836,-0.749494204523216
"16803","TGFBI","protein_coding",-0.0697462284398303,7.59075572184031
"3424","NES","protein_coding",0.0717958441686571,3.41963762091783
"1708","C1orf177","protein_coding",0.0584126455155704,-1.44433950649787
"4133","RN7SKP156","misc_RNA",-0.070123868691529,1.44489162650359
"18065","Y_RNA","misc_RNA",-0.0598541809499802,1.35894570124874
"487","TMEM51","protein_coding",0.0590699425596031,-0.636060118624806
"10198","MIR4787","miRNA",0.0750317398959932,2.515506788272
"1477","TSPAN1","protein_coding",0.0681741842325758,10.2321782058288
"10613","RP11-789F5.1","lincRNA",-0.0771847864329882,5.73090000855531
"2437","RP5-947P14.1","lincRNA",-0.0582312561827433,-0.266720398452326
"6599","RNA5SP98","rRNA_pseudogene",-0.0687841570163084,4.23699966265015
"15313","RP11-152K4.1","processed_pseudogene",0.0603001235343609,-0.122340799298566
"2142","RP11-444C12.1","processed_pseudogene",-0.064125186827613,0.0318799558986484
"11061","PTPLB","protein_coding",0.063851327719968,1.92488417391203
"1533","RP11-193P11.3","lincRNA",0.0591191180527928,0.0944256458709749
"3418","RP11-284F21.11","lincRNA",-0.0617990246702871,4.07815008509111
"14290","RTN3P1","processed_pseudogene",0.0596156909187059,-1.27386089184739
"17916","DSP","protein_coding",-0.0796783146133124,4.90579899532202
"3681","RP4-640E24.1","processed_pseudogene",-0.0762291430509074,4.11316371998672
"7472","RNU6-675P","snRNA",0.0675799111701697,1.2158659826568
"18810","SRSF3","protein_coding",0.0716563514965004,0.451799966881569
"12311","RN7SL738P","misc_RNA",0.0578875497158266,2.88651494564859
"2149","RP4-612B15.3","antisense",-0.0596670663880036,0.418831871561304
"2703","C1orf137","lincRNA",-0.0727952188768034,6.66494059618832
"4514","G0S2","protein_coding",-0.0579008917752982,-0.311617253074527
"7919","RNU6-436P","snRNA",-0.063626025712676,0.1921664739304
"7864","RPL30P2","processed_pseudogene",0.0716167701344833,2.55913838983281
"5154","ZBTB18","protein_coding",-0.0729464380588935,4.36175664711172
"18291","OR2W6P","unprocessed_pseudogene",0.0602180088843526,2.0998392308501
"6880","RP11-165D20.1","processed_pseudogene",0.0597003989240452,-0.566360104422126
"17197","IRGM","protein_coding",0.063667189686959,5.36556245833312
"7066","NMS","protein_coding",0.0591458378982895,0.0329313832926056
"2065","HNRNPA1P64","processed_pseudogene",-0.076257945487398,5.88530177600245
"16770","CTB-36O1.7","processed_pseudogene",-0.073361457297489,3.09073607415951
"1912","WLS","protein_coding",0.0577118106834152,1.15400586401546
"5448","RP11-400L8.2","antisense",-0.066394366487831,4.25048721779789
"3715","RP11-525G13.2","antisense",0.0669634107688803,2.09628068176451
"2696","Y_RNA","misc_RNA",-0.0735582198905789,6.64159367280309
"3435","NTRK1","protein_coding",-0.0745799336854028,4.95083557128019
"6903","RNU6-1320P","snRNA",-0.0711195400035839,6.48024198414432
"18281","HIST1H2BPS2","processed_pseudogene",-0.0795403776786945,5.60431493454251
"3873","TNFSF18","protein_coding",0.0617920436622085,7.33728162102299
"2392","SLC30A7","protein_coding",-0.0700611935918545,0.468559264440653
"10169","U73169.1","sense_intronic",-0.0742310720671885,3.49254528580927
"4397","CNTN2","protein_coding",0.0714544323490895,-0.120639971443586
"5796","PLB1","protein_coding",-0.0777832221283829,9.28926434011103
"437","WI2-3308P17.2","protein_coding",0.0632399751883968,1.97294048294581
"16428","CTC-459M5.1","antisense",0.0630034713908802,6.78728337598195
"12912","KLHL5","protein_coding",0.0672394380752218,4.54321790809513
"14379","RP11-164P12.3","antisense",-0.078360611895081,6.58312328852208
"10130","AMT","protein_coding",-0.071734901947492,6.23033761148481
"18953","RP3-475N16.1","antisense",0.0576016035273073,3.06088493262389
"6009","AC010883.5","antisense",0.128565996231776,-1.68113357086684
"8390","HMGB1P27","processed_pseudogene",-0.0731744470749547,5.26322467920543
"9075","AC104634.3","processed_pseudogene",0.0687830691717838,3.41906828325474
"1984","RP11-17E13.2","lincRNA",0.0591986486722048,1.01401060197131
"997","RP5-1125N11.1","lincRNA",-0.0588720939989957,-0.577173324018958
"4993","RP4-781K5.5","lincRNA",0.0574682766383359,1.78936720879712
"10710","RPL38P4","processed_pseudogene",-0.071168112381773,3.77855879078987
"272","TNFRSF9","protein_coding",0.058141343831892,7.43640969820863
"2222","RP11-47K11.2","processed_pseudogene",-0.0573279294988425,-0.921097203725255
"17456","RP11-117L6.1","processed_pseudogene",0.0643613791368974,-1.05722632332826
"8812","RUFY4","protein_coding",-0.0669743988746645,2.29427968127703
"12452","HAUS3","protein_coding",0.0717662144485394,3.04660588225647
"4372","ETNK2","protein_coding",0.0573294211337634,-0.339768291179453
"7928","RN7SL393P","misc_RNA",-0.0583630523053978,-1.3172829771846
"6181","CLHC1","protein_coding",0.0651071320124995,7.15462365651327
"16813","TRPC7","protein_coding",-0.0772240996442915,2.79817907534197
"436","RP5-845O24.8","lincRNA",0.0777006040262826,6.72436866222931
"14841","NARG2P1","processed_pseudogene",0.0586125658816397,2.55356854551253
"17908","RP11-69L16.3","processed_pseudogene",0.0641152998975862,3.92486348408912
"14755","ENPP6","protein_coding",0.0573391445296181,-1.30847627890006
"6240","RP11-416L21.1","processed_pseudogene",0.0574766614138972,-1.14066364252856
"889","NPM1P39","processed_pseudogene",-0.0740379716072299,7.05604725934581
"12432","NKX1-1","protein_coding",0.070102338723072,2.85467809618167
"7156","AC009505.4","lincRNA",0.073717555997364,3.75353037054613
"11336","RNU6-1284P","snRNA",0.0669293149582398,1.04633711045751
"4662","SNORA36B","snoRNA",-0.0570411708884787,1.27864953006074
"14028","RN7SKP137","misc_RNA",0.0569740717519634,1.69264010933746
"2506","GNAT2","protein_coding",0.0628684311457557,0.437389742841386
"10824","SNORA70","snoRNA",0.0830975932180334,0.621882007874256
"4038","TEDDM1","protein_coding",-0.0578580146147883,-0.982299877898744
"6834","IGKV1D-39","IG_V_gene",0.0612463435046925,4.58919548902793
"3563","PEX19","protein_coding",-0.0764378032703096,4.23949537906205
"10737","TBC1D23","protein_coding",-0.0694148614988825,2.86394662730421
"8943","ACSL3","protein_coding",-0.0709238158971387,4.59348912276745
"3454","RP4-801G22.2","unprocessed_pseudogene",-0.0592240889578545,3.57766019191184
"4150","RP11-547I7.2","lincRNA",-0.0707118745586768,-0.0431411900244029
"12792","CCDC149","protein_coding",0.0716942499491974,7.4789324096123
"875","RP1-50O24.6","antisense",-0.0740960694401934,7.13300038358828
"18738","GRM4","protein_coding",-0.0702959843138384,8.09197672039448
"13695","PDLIM5","protein_coding",0.0779555343845854,4.59120119384226
"1913","CTBP2P8","processed_pseudogene",-0.0567327985220847,4.74768223578596
"18857","RN7SL465P","misc_RNA",-0.0780441932384389,5.15816703731031
"12309","RNU6-1279P","snRNA",0.0648452604320783,6.19676904780857
"6081","AC093732.1","antisense",-0.0610734425393802,5.85978759865152
"15227","RP11-811J10.1","processed_pseudogene",0.0663311161634907,1.91181065822258
"15487","OXCT1","protein_coding",0.0658775047912969,0.239345388773838
"16425","EPB41L4A","protein_coding",0.0585134142622924,3.64281721260471
"10377","RP11-719N22.2","lincRNA",0.0646112306589354,4.59660308260501
"9135","UGT1A12P","unprocessed_pseudogene",0.065260468434701,3.63964876900278
"4555","Y_RNA","misc_RNA",0.0648046555520793,-0.91523244260185
"6332","AC008074.4","lincRNA",0.0570893788900867,-0.834997145790556
"15798","EEF1B2P2","processed_pseudogene",-0.075821916393337,5.20712786582126
"7606","FAR2P4","transcribed_unprocessed_pseudogene",-0.0742255358002465,6.51587328942227
"16213","NR2F1-AS1","antisense",0.0571645136480741,-0.0630133918572629
"3387","SSR2","protein_coding",-0.059003762144061,-1.40633204443723
"17802","WRNIP1","protein_coding",-0.0709950590459187,2.49535142695458
"13464","SHROOM3","protein_coding",0.063222440252311,5.28788263898592
"14143","R3HDM2P1","processed_pseudogene",-0.0579422279359152,-0.931325514208743
"17265","CTC-280C13.1","processed_pseudogene",-0.0779426733372358,3.33471377075072
"18053","FAM8A1","protein_coding",0.0608279142161605,0.0183720239416249
"9686","CMC1","protein_coding",0.064411000549604,1.81410984295375
"11228","AC083799.1","sense_intronic",-0.068097399722654,4.7446323939988
"7930","AC005042.2","processed_pseudogene",-0.0565500093270739,1.27545532625021
"11046","PARP9","protein_coding",-0.0565213843417344,1.15675568495817
"9146","RPL17P11","processed_pseudogene",0.0572752966777143,2.83700225606632
"15912","RP11-79P5.9","lincRNA",-0.0766073080479548,4.5229733083744
"17352","MIR146A","lincRNA",0.0640942653159828,6.66745137939846
